T24,Land,,,,,
1,"Total, all countries or areas",2020,Permanent crops (% of total land area),1.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
1,"Total, all countries or areas",2020,Forest cover (% of total land area),31.1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
1,"Total, all countries or areas",2020,Important sites for terrestrial biodiversity protected (% of total sites protected),44.25,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2023."
1,"Total, all countries or areas",2022,Important sites for terrestrial biodiversity protected (% of total sites protected),44.30,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2023."
2,Africa,2005,Land area (thousand hectares),"2,979,685",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2005,Arable land (thousand hectares),"215,069",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2005,Permanent crops (thousand hectares),"30,084",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2005,Forest cover (thousand hectares),"693,032",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2005,Arable land (% of total land area),7.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2005,Permanent crops (% of total land area),1.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2005,Forest cover (% of total land area),23.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2010,Land area (thousand hectares),"2,979,757",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2010,Arable land (thousand hectares),"226,572",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2010,Permanent crops (thousand hectares),"33,106",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2010,Forest cover (thousand hectares),"676,015",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2010,Arable land (% of total land area),7.6,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2010,Permanent crops (% of total land area),1.1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2010,Forest cover (% of total land area),22.7,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2020,Land area (thousand hectares),"2,992,174",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2020,Arable land (thousand hectares),"245,589",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2020,Permanent crops (thousand hectares),"36,272",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2020,Forest cover (thousand hectares),"636,639",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2020,Arable land (% of total land area),8.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2020,Permanent crops (% of total land area),1.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
2,Africa,2020,Forest cover (% of total land area),21.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2005,Land area (thousand hectares),"838,039",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2005,Arable land (thousand hectares),"41,430",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2005,Permanent crops (thousand hectares),"5,310",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2005,Forest cover (thousand hectares),"37,074",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2005,Arable land (% of total land area),4.9,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2005,Permanent crops (% of total land area),0.6,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2005,Forest cover (% of total land area),4.4,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),25.49,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2023."
15,Northern Africa,2010,Land area (thousand hectares),"838,039",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2010,Arable land (thousand hectares),"42,525",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2010,Permanent crops (thousand hectares),"5,806",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2010,Forest cover (thousand hectares),"36,466",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2010,Arable land (% of total land area),5.1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2010,Permanent crops (% of total land area),0.7,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2010,Forest cover (% of total land area),4.4,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),31.19,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2023."
15,Northern Africa,2020,Land area (thousand hectares),"787,239",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2020,Arable land (thousand hectares),"43,833",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2020,Permanent crops (thousand hectares),"6,283",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2020,Forest cover (thousand hectares),"27,681",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2020,Arable land (% of total land area),5.6,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2020,Permanent crops (% of total land area),0.8,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2020,Forest cover (% of total land area),3.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
15,Northern Africa,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),41.70,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2023."
15,Northern Africa,2022,Important sites for terrestrial biodiversity protected (% of total sites protected),41.70,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2023."
202,Sub-Saharan Africa,2005,Land area (thousand hectares),"2,141,646",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2005,Arable land (thousand hectares),"173,639",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2005,Permanent crops (thousand hectares),"24,774",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2005,Forest cover (thousand hectares),"655,958",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2005,Arable land (% of total land area),8.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2005,Permanent crops (% of total land area),1.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2005,Forest cover (% of total land area),30.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),34.20,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2023."
202,Sub-Saharan Africa,2010,Land area (thousand hectares),"2,141,718",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2010,Arable land (thousand hectares),"184,047",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2010,Permanent crops (thousand hectares),"27,301",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2010,Forest cover (thousand hectares),"639,549",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2010,Arable land (% of total land area),8.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2010,Permanent crops (% of total land area),1.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2010,Forest cover (% of total land area),29.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),39.73,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2023."
202,Sub-Saharan Africa,2020,Land area (thousand hectares),"2,204,935",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2020,Arable land (thousand hectares),"201,756",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2020,Permanent crops (thousand hectares),"29,989",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2020,Forest cover (thousand hectares),"608,958",Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2020,Arable land (% of total land area),9.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2020,Permanent crops (% of total land area),1.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2020,Forest cover (% of total land area),27.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
202,Sub-Saharan Africa,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),43.40,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2023."
202,Sub-Saharan Africa,2022,Important sites for terrestrial biodiversity protected (% of total sites protected),43.42,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2023."
14,Eastern Africa,2005,Land area (thousand hectares),"620,491",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2005,Arable land (thousand hectares),"55,724",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2005,Permanent crops (thousand hectares),"6,913",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2005,Forest cover (thousand hectares),"206,408",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2005,Arable land (% of total land area),9.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2005,Permanent crops (% of total land area),1.1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2005,Forest cover (% of total land area),33.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2010,Land area (thousand hectares),"620,563",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2010,Arable land (thousand hectares),"62,317",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2010,Permanent crops (thousand hectares),"7,464",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2010,Forest cover (thousand hectares),"201,429",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2010,Arable land (% of total land area),10.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2010,Permanent crops (% of total land area),1.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2010,Forest cover (% of total land area),32.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2020,Land area (thousand hectares),"683,781",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2020,Arable land (thousand hectares),"69,178",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2020,Permanent crops (thousand hectares),"9,037",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2020,Forest cover (thousand hectares),"197,408",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2020,Arable land (% of total land area),10.1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2020,Permanent crops (% of total land area),1.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
14,Eastern Africa,2020,Forest cover (% of total land area),28.9,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2005,Land area (thousand hectares),"649,682",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2005,Arable land (thousand hectares),"22,745",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2005,Permanent crops (thousand hectares),"2,742",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2005,Forest cover (thousand hectares),"313,853",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2005,Arable land (% of total land area),3.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2005,Permanent crops (% of total land area),0.4,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2005,Forest cover (% of total land area),48.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2010,Land area (thousand hectares),"649,682",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2010,Arable land (thousand hectares),"26,422",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2010,Permanent crops (thousand hectares),"3,352",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2010,Forest cover (thousand hectares),"306,675",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2010,Arable land (% of total land area),4.1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2010,Permanent crops (% of total land area),0.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2010,Forest cover (% of total land area),47.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2020,Land area (thousand hectares),"649,682",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2020,Arable land (thousand hectares),"32,595",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2020,Permanent crops (thousand hectares),"4,210",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2020,Forest cover (thousand hectares),"287,696",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2020,Arable land (% of total land area),5.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2020,Permanent crops (% of total land area),0.6,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
17,Middle Africa,2020,Forest cover (% of total land area),44.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2005,Land area (thousand hectares),"265,067",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2005,Arable land (thousand hectares),"14,704",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2005,Permanent crops (thousand hectares),406,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2005,Forest cover (thousand hectares),"42,843",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2005,Arable land (% of total land area),5.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2005,Permanent crops (% of total land area),0.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2005,Forest cover (% of total land area),16.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2010,Land area (thousand hectares),"265,067",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2010,Arable land (thousand hectares),"14,089",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2010,Permanent crops (thousand hectares),460,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2010,Forest cover (thousand hectares),"41,721",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2010,Arable land (% of total land area),5.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2010,Permanent crops (% of total land area),0.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2010,Forest cover (% of total land area),15.7,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2020,Land area (thousand hectares),"265,067",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2020,Arable land (thousand hectares),"13,831",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2020,Permanent crops (thousand hectares),444,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2020,Forest cover (thousand hectares),"39,476",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2020,Arable land (% of total land area),5.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2020,Permanent crops (% of total land area),0.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
18,Southern Africa,2020,Forest cover (% of total land area),14.9,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
11,Western Africa,2005,Land area (thousand hectares),"606,406",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
11,Western Africa,2005,Arable land (thousand hectares),"80,467",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
11,Western Africa,2005,Permanent crops (thousand hectares),"14,713",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
11,Western Africa,2005,Forest cover (thousand hectares),"92,854",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
11,Western Africa,2005,Arable land (% of total land area),13.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed December 2022."
