Log GDP per capita,Healthy life expectancy at birth,Freedom to make life choices,Social support
9.455,46.0,0.649,0.913
9.497,46.9,0.69,0.788
9.518,47.8,0.749,0.81
9.49,48.7,0.739,0.877
9.508,49.6,0.739,0.917
9.527,50.5,0.835,0.858
9.537,51.4,0.59,0.907
9.548,52.3,0.714,0.839
9.546,53.2,0.794,0.881
9.539,54.1,0.862,0.898
9.536,54.625,0.774,0.875
9.543,55.15,0.787,0.87
9.546,55.675,0.753,0.841
9.536,56.2,0.738,0.848
9.458,56.725,0.757,0.891
9.496,57.25,0.704,0.922
10.309,70.02,0.715,0.775
10.36,70.24,0.656,0.827
10.382,70.46,0.524,0.754
10.385,70.68,0.6,0.811
10.446,70.9,0.677,0.816
10.474,71.12,0.682,0.809
10.493,71.34,0.618,0.775
10.519,71.56,0.642,0.797
10.544,71.78,0.623,0.738
10.567,72.0,0.616,0.768
10.592,72.275,0.591,0.811
10.62,72.55,0.538,0.807
10.645,72.825,0.6,0.798
10.663,73.1,0.706,0.783
10.655,73.375,0.711,0.808
10.697,73.65,0.717,0.811
10.726,73.925,0.723,0.81
9.055,52.88,0.567,0.545
9.083,53.0,0.512,0.585
9.153,53.175,0.44,0.532
9.229,53.35,0.456,0.557
10.584,70.64,0.782,0.957
10.577,70.76,0.834,0.948
10.53,70.88,0.749,0.929
10.527,71.0,0.796,0.95
10.515,71.12,0.819,0.944
10.484,71.24,0.755,0.937
10.473,71.36,0.759,0.929
10.49,71.48,0.738,0.948
10.529,71.6,0.732,0.956
10.558,71.725,0.768,0.942
10.585,71.85,0.756,0.903
10.603,71.975,0.722,0.91
10.615,72.1,0.778,0.949
10.49,72.225,0.783,0.935
10.543,72.35,0.782,0.926
10.587,72.475,0.781,0.934
8.946,62.28,0.724,0.864
9.004,62.76,0.736,0.838
9.055,63.24,0.834,0.816
9.083,63.72,0.799,0.83
9.153,64.2,0.738,0.814
9.229,64.68,0.823,0.842
9.311,65.16,0.8,0.824
9.343,65.64,0.834,0.809
9.395,66.12,0.868,0.805
9.427,66.6,0.902,0.863
9.517,66.8,0.827,0.823
9.529,66.9,0.859,0.833
9.521,67.0,0.824,0.815
9.48,67.1,0.803,0.842
9.502,67.2,0.771,0.812
8.201,61.78,0.547,0.818
8.181,61.897,0.365,0.712
8.275,62.015,0.358,0.666
8.337,62.132,0.468,0.738
8.363,62.25,0.504,0.822
8.452,71.36,0.522,0.751
8.598,71.4,0.542,0.782
8.595,71.525,0.454,0.761
8.618,71.65,0.657,0.775
8.683,71.775,0.556,0.766
8.738,71.9,0.608,0.818
8.734,72.025,0.632,0.824
8.718,72.15,0.655,0.819
8.716,72.275,0.653,0.833
11.069,71.16,0.695,0.86
8.457,57.46,0.71,0.911
8.465,57.7,0.648,0.855
8.527,57.94,0.583,0.818
8.458,58.18,0.412,0.813
8.471,58.66,0.39,0.811
9.874,62.84,0.885,0.797
10.791,71.08,0.91,0.917
10.778,71.12,0.912,0.923
10.725,71.16,0.864,0.903
10.775,71.2,0.905,0.97
10.799,71.24,0.941,0.921
10.785,71.28,0.944,0.929
10.789,71.32,0.936,0.916
10.805,71.36,0.945,0.933
10.838,71.4,0.935,0.929
10.846,71.525,0.918,0.912
10.858,71.65,0.935,0.914
10.866,71.775,0.942,0.931
10.875,71.9,0.942,0.934
10.846,72.025,0.951,0.936
10.89,72.15,0.953,0.932
10.913,72.275,0.939,0.949
11.069,71.16,0.919,0.951
11.078,71.34,0.891,0.938
11.107,71.52,0.945,0.947
11.125,71.64,0.949,0.959
11.13,71.7,0.928,0.938
11.139,71.9,0.934,0.928
11.143,72.1,0.925,0.95
11.164,72.3,0.926,0.93
11.168,72.5,0.913,0.949
11.137,72.7,0.917,0.946
11.171,72.9,0.908,0.934
11.184,73.1,0.848,0.881
8.658,68.62,0.661,0.712
8.656,66.86,0.748,0.842
8.733,65.1,0.647,0.934
8.735,63.34,0.53,0.576
8.578,61.58,0.467,0.588
8.419,59.82,0.455,0.585
8.492,56.3,0.448,0.464
10.602,68.68,0.63,0.882
10.6,69.14,0.642,0.83
10.681,69.6,0.677,0.831
10.693,61.85,0.761,0.863
10.718,62.0,0.698,0.825
10.724,62.15,0.69,0.817
10.749,62.3,0.693,0.87
10.779,50.76,0.701,0.885
10.768,51.42,0.719,0.895
10.774,52.08,0.76,0.891
10.781,52.74,0.741,0.896
10.797,53.4,0.814,0.893
7.633,54.06,0.799,0.901
7.648,54.72,0.818,0.866
7.683,55.38,0.8,0.883
7.591,60.5,0.702,0.724
7.648,60.6,0.818,0.727
7.705,60.7,0.816,0.701
7.724,60.8,0.744,0.676
7.766,60.9,0.784,0.759
7.817,61.0,0.776,0.751
7.867,61.1,0.749,0.729
7.916,61.2,0.693,0.701
7.958,61.3,0.853,0.81
7.993,61.4,0.847,0.844
8.036,61.55,0.703,0.857
8.082,61.7,0.832,0.663
8.133,61.85,0.868,0.875
8.182,62.0,0.86,0.88
8.203,62.15,0.927,0.79
8.27,62.3,0.847,0.883
7.46,50.76,0.787,0.783
7.497,51.42,0.716,0.708
7.525,52.08,0.562,0.774
7.552,52.74,0.607,0.837
7.587,53.4,0.597,0.813
7.633,54.06,0.736,0.883
7.648,54.72,0.577,0.832
7.683,55.38,0.654,0.803
7.717,56.04,0.654,0.789
7.744,56.7,0.759,0.79
7.775,57.15,0.775,0.638
7.807,57.6,0.8,0.705
7.828,58.05,0.807,0.675
7.855,58.5,0.85,0.687
7.844,58.95,0.83,0.74
7.856,59.4,0.822,0.619
7.872,59.85,0.856,0.6
9.452,66.38,0.863,0.894
9.498,66.56,0.87,0.889
9.507,66.74,0.868,0.832
9.493,66.92,0.868,0.893
9.559,67.1,0.86,0.898
9.561,67.28,0.927,0.884
9.624,67.46,0.847,0.906
9.645,67.64,0.781,0.926
9.649,67.82,0.9,0.933
9.675,68.0,0.885,0.866
9.705,68.075,0.924,0.908
9.741,68.15,0.923,0.877
9.78,68.225,0.905,0.873
9.798,68.3,0.898,0.903
9.732,68.375,0.84,0.867
9.745,68.45,0.836,0.883
9.777,68.525,0.881,0.867
7.342,50.24,0.628,0.435
7.312,51.12,0.287,0.291
7.406,52.44,0.584,0.303
7.509,53.76,0.663,0.444
7.54,54.2,0.772,0.479
7.569,54.7,0.73,0.509
7.587,55.2,0.717,0.508
7.611,55.7,0.612,0.596
7.64,56.2,0.617,0.539
7.661,57.2,0.619,0.603
7.685,57.7,0.696,0.579
10.172,61.78,0.84,0.887
10.24,62.54,0.838,0.858
10.206,63.68,0.775,0.863
10.293,64.44,0.847,0.883
10.174,65.7,0.859,0.916
9.238,66.22,0.781,0.876
9.257,66.3,0.624,0.863
9.224,66.38,0.603,0.715
9.252,66.46,0.568,0.614
9.265,66.54,0.536,0.648
9.284,66.62,0.589,0.68
9.283,66.7,0.711,0.609
9.283,66.75,0.614,0.702
9.294,66.8,0.478,0.717
9.31,66.85,0.65,0.733
9.315,66.9,0.659,0.61
9.215,66.95,0.668,0.719
9.249,67.0,0.591,0.711
9.266,67.05,0.474,0.755
9.891,66.42,0.459,0.792
9.887,66.58,0.415,0.645
9.825,66.74,0.456,0.755
9.893,66.9,0.515,0.795
9.986,67.06,0.446,0.692
10.018,67.22,0.471,0.739
10.082,67.38,0.541,0.795
10.111,67.54,0.649,0.863
10.15,67.7,0.653,0.851
10.166,67.875,0.644,0.88
10.225,68.05,0.644,0.876
10.246,68.225,0.529,0.847
10.245,68.4,0.631,0.792
10.257,68.575,0.51,0.857
10.357,68.75,0.447,0.736
8.955,59.78,0.711,0.924
9.146,60.42,0.624,0.964
9.233,60.74,0.786,0.946
9.312,61.06,0.705,0.846
9.392,61.38,0.805,0.909
9.437,61.7,0.701,0.96
9.479,61.8,0.749,0.929
9.525,61.9,0.72,0.908
9.569,62.0,0.858,0.984
9.615,62.1,0.892,0.982
7.37,48.74,0.747,0.76
7.422,49.58,0.708,0.845
7.476,50.42,0.578,0.813
7.513,51.26,0.76,0.852
7.538,52.1,0.801,0.83
7.599,52.94,0.733,0.882
7.608,53.78,0.649,0.885
7.614,54.62,0.763,0.878
7.634,55.46,0.834,0.821
7.654,56.3,0.758,0.747
7.667,56.775,0.739,0.754
7.663,57.25,0.772,0.74
7.69,57.725,0.729,0.74
7.719,58.2,0.704,0.805
7.714,58.675,0.687,0.8
7.717,59.15,0.711,0.793
9.414,60.92,0.624,0.852
9.499,61.24,0.494,0.82
9.527,61.56,0.487,0.86
9.367,61.88,0.46,0.845
9.411,62.2,0.484,0.884
9.468,62.52,0.579,0.859
9.472,62.84,0.564,0.898
9.474,63.16,0.569,0.897
9.424,63.48,0.533,0.877
9.325,63.8,0.431,0.909
9.353,63.925,0.503,0.885
9.381,64.05,0.599,0.858
9.42,64.175,0.663,0.901
9.458,64.3,0.715,0.883
9.426,64.425,0.784,0.885
9.468,64.55,0.77,0.879
9.049,64.675,0.829,0.863
11.433,64.86,0.898,0.903
10.952,65.04,0.849,0.885
10.909,65.1,0.878,0.912
10.965,65.16,0.889,0.881
11.001,65.22,0.92,0.856
11.041,65.28,0.936,0.864
11.072,65.34,0.911,0.965
11.128,65.4,0.915,0.824
11.174,65.55,0.949,0.849
11.173,65.7,0.962,0.836
11.178,65.85,0.944,0.851
11.181,66.0,0.911,0.862
11.122,66.15,0.942,0.827
11.152,66.3,0.951,0.826
11.202,66.45,0.932,0.798
10.699,69.22,0.838,0.97
10.689,69.28,0.759,0.954
10.636,69.34,0.816,0.964
10.652,69.4,0.841,0.955
10.655,69.46,0.9,0.949
10.662,69.52,0.889,0.935
10.673,69.58,0.905,0.937
10.698,69.64,0.857,0.91
10.713,69.7,0.833,0.936
10.727,69.8,0.821,0.954
10.744,69.9,0.813,0.937
10.755,70.0,0.838,0.928
10.766,70.1,0.854,0.943
10.645,70.2,0.885,0.929
10.714,70.3,0.815,0.854
10.754,70.4,0.857,0.863
10.921,66.78,0.911,0.965
10.931,66.76,0.872,0.9
10.923,66.74,0.878,0.953
10.888,66.72,0.831,0.912
10.906,66.7,0.828,0.926
10.914,66.68,0.863,0.922
10.93,66.66,0.823,0.903
10.941,66.64,0.792,0.925
10.956,66.62,0.866,0.902
10.976,66.6,0.849,0.904
10.985,66.475,0.758,0.897
11.001,66.35,0.868,0.921
11.024,66.225,0.825,0.904
11.043,66.1,0.836,0.917
11.005,65.975,0.85,0.937
11.061,65.85,0.816,0.92
11.079,65.725,0.736,0.9
9.629,66.78,0.807,0.912
9.691,66.86,0.786,0.875
9.758,66.94,0.808,0.879
9.797,67.02,0.825,0.924
9.87,67.1,0.832,0.893
9.917,67.18,0.851,0.891
9.949,67.26,0.871,0.865
9.991,67.34,0.888,0.917
10.02,67.42,0.904,0.902
10.021,67.5,0.917,0.891
10.034,67.5,0.886,0.9
10.048,67.5,0.898,0.914
10.051,67.5,0.876,0.917
10.054,67.5,0.903,0.933
9.991,67.5,0.908,0.921
10.035,67.5,0.899,0.914
10.084,67.5,0.878,0.905
8.256,61.34,0.784,0.903
8.402,61.82,0.831,0.894
8.463,62.06,0.626,0.905
8.508,62.3,0.612,0.903
8.554,62.54,0.934,0.924
8.608,62.78,0.914,0.933
8.662,63.02,0.95,0.963
8.712,63.26,0.954,0.952
8.764,63.5,0.98,0.968
8.804,63.8,0.984,0.945
8.831,64.1,0.985,0.942
8.865,64.4,0.97,0.921
8.902,64.7,0.97,0.915
8.902,65.0,0.928,0.85
8.953,65.3,0.927,0.896
8.99,65.6,0.959,0.879
9.467,65.46,0.798,0.946
9.719,65.38,0.678,0.922
9.567,65.34,0.677,0.945
9.748,65.3,0.768,0.932
9.859,65.26,0.766,0.931
9.862,65.22,0.804,0.932
9.802,65.18,0.642,0.896
9.366,65.14,0.57,0.904
8.532,65.1,0.512,0.911
7.602,64.925,0.458,0.902
5.943,64.75,0.636,0.896
5.935,64.575,0.611,0.887
5.527,64.4,0.626,0.888
7.772,64.225,0.612,0.805
7.552,64.05,0.596,0.812
7.243,63.875,0.77,0.899
8.554,64.18,0.886,0.888
8.613,64.26,0.918,0.856
8.658,64.34,0.889,0.805
8.701,64.42,0.834,0.815
8.752,64.5,0.831,0.787
8.804,64.58,0.818,0.898
8.847,64.66,0.856,0.775
8.89,64.74,0.92,0.759
8.941,64.82,0.77,0.792
8.999,64.9,0.812,0.849
9.053,65.0,0.894,0.876
9.111,65.1,0.812,0.767
9.173,65.2,0.909,0.832
9.235,65.3,0.952,0.848
9.254,65.4,0.945,0.765
9.271,65.5,0.897,0.799
9.333,65.6,0.975,0.879
8.212,58.72,0.673,0.825
8.25,58.64,0.644,0.756
8.414,58.6,0.659,0.727
8.264,58.56,0.638,0.663
8.179,58.52,0.706,0.682
8.166,58.48,0.543,0.694
8.159,58.44,0.664,0.638
7.772,58.4,0.61,0.669
7.552,58.175,0.533,0.775
7.243,57.95,0.595,0.79
7.444,57.725,0.553,0.789
7.448,57.5,0.651,0.87
7.834,46.76,0.721,0.798
7.879,47.42,0.682,0.688
7.918,48.08,0.717,0.624
7.971,48.74,0.696,0.782
8.054,50.06,0.663,0.864
8.094,50.72,0.788,0.78
8.111,51.38,0.77,0.761
8.124,52.04,0.812,0.706
8.121,52.7,0.759,0.691
8.127,53.125,0.812,0.767
8.13,53.55,0.823,0.744
8.139,53.975,0.791,0.718
8.123,54.4,0.811,0.638
8.066,54.825,0.75,0.767
8.082,55.25,0.833,0.619
7.46,40.4,0.431,0.822
7.413,41.6,0.456,0.828
7.21,42.8,0.344,0.843
7.313,44.0,0.411,0.806
7.495,45.2,0.665,0.857
7.617,46.4,0.633,0.865
7.745,47.6,0.47,0.896
7.755,48.8,0.576,0.799
7.748,50.0,0.642,0.766
7.747,51.2,0.667,0.736
7.735,51.675,0.733,0.768
7.754,52.15,0.753,0.754
7.783,52.625,0.763,0.775
7.698,53.1,0.632,0.759
7.596,53.575,0.643,0.717
7.657,54.05,0.668,0.685
7.67,54.525,0.652,0.666
